날짜,시그니처,설명,클래스,위험도,프로토콜,출발 IP,출발 포트,도착 IP,도착 포트
2026-06-04 05:19:48.283327,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,85.11.167.7,47707,192.168.45.3,5432
2026-06-04 05:20:55.490413,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,46722
2026-06-04 05:20:55.490413,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,46722
2026-06-04 05:21:07.549459,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.30,59338,192.168.45.3,61616
2026-06-04 05:21:48.153941,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.122,51504,192.168.45.3,58000
2026-06-04 05:23:58.809395,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,54794
2026-06-04 05:24:05.346681,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 05:24:05.346681,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 05:24:08.083712,2400005,ET DROP Spamhaus DROP Listed Traffic Inbound group 6,Misc Attack,2,TCP,45.135.194.83,40081,192.168.45.3,5900
2026-06-04 05:24:09.861895,2400005,ET DROP Spamhaus DROP Listed Traffic Inbound group 6,Misc Attack,2,UDP,45.135.194.150,53,192.168.45.3,44482
2026-06-04 05:25:55.427654,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,191.92.5.157,59438,192.168.45.3,1433
2026-06-04 05:27:33.282313,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.115,42642,192.168.45.3,11671
2026-06-04 05:28:16.159402,2100366,GPL ICMP PING *NIX,Misc activity,3,ICMP,109.248.43.169,8,192.168.45.3,0
2026-06-04 05:28:16.159402,2100368,GPL ICMP PING BSDtype,Misc activity,3,ICMP,109.248.43.169,8,192.168.45.3,0
2026-06-04 05:30:38.283676,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.245,40403,192.168.45.3,81
2026-06-04 05:37:21.563767,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.118,15714,192.168.45.3,15045
2026-06-04 05:40:19.723046,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,32952
2026-06-04 05:43:57.744566,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.130,46828,192.168.45.3,48170
2026-06-04 05:44:41.678246,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.144,59358,192.168.45.3,60803
2026-06-04 05:45:06.256480,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.224,53765,192.168.45.3,1329
2026-06-04 05:45:11.112290,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.228,59696,192.168.45.3,2443
2026-06-04 05:50:22.705108,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.250,47637,192.168.45.3,8159
2026-06-04 05:50:34.679869,2400012,ET DROP Spamhaus DROP Listed Traffic Inbound group 13,Misc Attack,2,TCP,88.210.63.69,50110,192.168.45.3,24448
2026-06-04 05:50:41.870794,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,20222
2026-06-04 05:50:57.907497,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,104
2026-06-04 05:51:18.817054,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.119,51333,192.168.45.3,52311
2026-06-04 05:52:14.467865,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,3901
2026-06-04 05:53:28.293105,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.96,57023,192.168.45.3,8000
2026-06-04 05:54:05.167467,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,62386
2026-06-04 05:57:17.332791,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,176.32.193.16,60023,192.168.45.3,3306
2026-06-04 05:59:16.455689,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.70,30021,192.168.45.3,2082
2026-06-04 05:59:39.081122,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,69.5.169.19,48453,192.168.45.3,1433
2026-06-04 06:01:40.327390,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,43823
2026-06-04 06:04:56.768584,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.169,40604,192.168.45.3,3392
2026-06-04 06:05:19.100480,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.79,57272,192.168.45.3,389
2026-06-04 06:06:25.504944,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.31,37535,192.168.45.3,17001
2026-06-04 06:06:25.504944,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.31,37535,192.168.45.3,17001
2026-06-04 06:07:09.906970,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.211,26441,192.168.45.3,17778
2026-06-04 06:07:32.151496,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.224,51385,192.168.45.3,1604
2026-06-04 06:07:37.885628,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,20.64.105.74,53733,192.168.45.3,1433
2026-06-04 06:08:18.942085,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,6008
2026-06-04 06:10:45.740169,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.231,62536,192.168.45.3,25565
2026-06-04 06:10:56.549950,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.16,5189,192.168.45.3,25565
2026-06-04 06:12:29.406649,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,48980
2026-06-04 06:12:48.706940,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.118,56724,192.168.45.3,102
2026-06-04 06:13:26.295458,2400014,ET DROP Spamhaus DROP Listed Traffic Inbound group 15,Misc Attack,2,TCP,92.118.39.97,58369,192.168.45.3,8979
2026-06-04 06:14:19.940241,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40425
2026-06-04 06:14:19.940241,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40425
2026-06-04 06:15:38.278062,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,198.235.24.126,56518,192.168.45.3,4500
2026-06-04 06:15:57.147987,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,59558,192.168.45.3,1022
2026-06-04 06:16:22.965599,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.224.24,2712,192.168.45.3,2362
2026-06-04 06:17:21.501391,2400005,ET DROP Spamhaus DROP Listed Traffic Inbound group 6,Misc Attack,2,TCP,45.135.194.113,52184,192.168.45.3,10808
2026-06-04 06:21:12.794005,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,20.29.23.198,44993,192.168.45.3,3306
2026-06-04 06:21:40.772903,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.218,51686,192.168.45.3,44817
2026-06-04 06:22:23.724296,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.112,51927,192.168.45.3,8094
2026-06-04 06:23:26.103533,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,184.70.159.86,43944,192.168.45.3,1433
2026-06-04 06:23:49.499970,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.231,60745,192.168.45.3,14781
2026-06-04 06:25:00.219563,2400022,ET DROP Spamhaus DROP Listed Traffic Inbound group 23,Misc Attack,2,TCP,112.213.111.61,43735,192.168.45.3,80
2026-06-04 06:25:43.283404,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.253,56340,192.168.45.3,20201
2026-06-04 06:28:44.329199,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.29,61075,192.168.45.3,18246
2026-06-04 06:29:23.241331,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.240,42897,192.168.45.3,27461
2026-06-04 06:29:28.669392,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.38,49830,192.168.45.3,9000
2026-06-04 06:29:28.835945,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.221,1438,192.168.45.3,2079
2026-06-04 06:29:55.021993,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,26776
2026-06-04 06:30:08.791366,2400005,ET DROP Spamhaus DROP Listed Traffic Inbound group 6,Misc Attack,2,TCP,45.135.194.83,42516,192.168.45.3,5902
2026-06-04 06:31:47.496546,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.237,44685,192.168.45.3,4839
2026-06-04 06:32:19.286608,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,121.160.56.18,53488,192.168.45.3,3306
2026-06-04 06:32:45.128360,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,121.160.56.18,61466,192.168.45.3,1433
2026-06-04 06:34:09.998175,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,9200
2026-06-04 06:34:24.730348,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,27022
2026-06-04 06:34:24.730348,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,27022
2026-06-04 06:34:25.807505,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.124,48547,192.168.45.3,43040
2026-06-04 06:34:56.510119,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.30,10753,192.168.45.3,21
2026-06-04 06:39:11.365487,2400004,ET DROP Spamhaus DROP Listed Traffic Inbound group 5,Misc Attack,2,TCP,45.42.88.54,60001,192.168.45.3,9609
2026-06-04 06:41:58.520785,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.237,40748,192.168.45.3,2530
2026-06-04 06:43:03.872925,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,57696
2026-06-04 06:43:05.786120,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,69.5.169.207,19709,192.168.45.3,5432
2026-06-04 06:46:10.140626,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,57588,192.168.45.3,1022
2026-06-04 06:46:10.140626,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,57588,192.168.45.3,1022
2026-06-04 06:46:47.854005,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.52,41370,192.168.45.3,33622
2026-06-04 06:46:47.854005,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.52,41370,192.168.45.3,33622
2026-06-04 06:47:14.030843,2400035,ET DROP Spamhaus DROP Listed Traffic Inbound group 36,Misc Attack,2,TCP,185.93.89.79,51884,192.168.45.3,4444
2026-06-04 06:48:13.980243,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.47,50615,192.168.45.3,8090
2026-06-04 06:49:09.702668,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.122,53522,192.168.45.3,8888
2026-06-04 06:50:41.817093,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.148,55180,192.168.45.3,29234
2026-06-04 06:52:06.250795,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.98,58914,192.168.45.3,888
2026-06-04 06:56:29.345043,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.32,43771,192.168.45.3,1717
2026-06-04 06:57:58.941830,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,25001
2026-06-04 06:58:42.141190,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.248,14524,192.168.45.3,8008
2026-06-04 07:00:06.341703,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.156,38038,192.168.45.3,9259
2026-06-04 07:02:30.773765,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.121,49433,192.168.45.3,2222
2026-06-04 07:02:30.773765,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.121,49433,192.168.45.3,2222
2026-06-04 07:04:28.311956,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,53828
2026-06-04 07:06:16.463301,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.117,54419,192.168.45.3,20249
2026-06-04 07:07:02.833320,2400010,ET DROP Spamhaus DROP Listed Traffic Inbound group 11,Misc Attack,2,TCP,85.11.167.11,60147,192.168.45.3,5432
2026-06-04 07:07:02.833320,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,85.11.167.11,60147,192.168.45.3,5432
2026-06-04 07:07:48.649186,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.144,59358,192.168.45.3,50151
2026-06-04 07:09:20.094515,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 07:09:20.094515,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 07:09:36.761813,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,3455
2026-06-04 07:11:10.370073,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.169,40604,192.168.45.3,5555
2026-06-04 07:11:11.316346,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.246,49391,192.168.45.3,502
2026-06-04 07:12:27.848689,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,11630
2026-06-04 07:12:45.083950,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,49606
2026-06-04 07:17:54.990121,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,24265
2026-06-04 07:20:26.078720,2500000,ET COMPROMISED Known Compromised or Hostile Host Traffic group 1,Misc Attack,2,TCP,109.122.217.21,45219,192.168.45.3,53044
2026-06-04 07:20:44.145526,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.238,44092,192.168.45.3,25430
2026-06-04 07:22:04.745129,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.243,10736,192.168.45.3,110
2026-06-04 07:22:09.710426,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.122,29651,192.168.45.3,54879
2026-06-04 07:22:13.975443,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.120,50592,192.168.45.3,1911
2026-06-04 07:23:07.912604,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.114,37193,192.168.45.3,49916
2026-06-04 07:23:09.742659,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.137,34229,192.168.45.3,14686
2026-06-04 07:24:34.332382,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40412
2026-06-04 07:24:34.332382,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40412
2026-06-04 07:28:24.934194,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,9778
2026-06-04 07:30:39.501309,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,4015
2026-06-04 07:31:11.435102,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.92,52074,192.168.45.3,179
2026-06-04 07:31:49.549449,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.112,60128,192.168.45.3,21709
2026-06-04 07:32:31.822154,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.224.25,55080,192.168.45.3,34964
2026-06-04 07:33:44.634458,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.251,51022,192.168.45.3,50961
2026-06-04 07:40:09.573168,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,54622
2026-06-04 07:40:38.941853,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.79,52107,192.168.45.3,3000
2026-06-04 07:42:56.750120,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5901
2026-06-04 07:42:56.750120,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5901
2026-06-04 07:43:43.744974,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.87,58914,192.168.45.3,8426
2026-06-04 07:45:29.401747,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.226,53725,192.168.45.3,22822
2026-06-04 07:46:29.973230,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.249,54107,192.168.45.3,9181
2026-06-04 07:47:37.559297,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.244,33654,192.168.45.3,30005
2026-06-04 07:47:45.727081,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.186.254,60195,192.168.45.3,17184
2026-06-04 07:47:49.945168,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.239,43619,192.168.45.3,8107
2026-06-04 07:48:14.193935,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,162.214.98.181,40330,192.168.45.3,1433
2026-06-04 07:48:34.217965,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,57588,192.168.45.3,22222
2026-06-04 07:48:34.217965,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,57588,192.168.45.3,22222
2026-06-04 07:50:01.604844,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,27756
2026-06-04 07:51:43.313931,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.121,53291,192.168.45.3,4172
2026-06-04 07:53:10.710063,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,64222
2026-06-04 07:53:10.710063,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,64222
2026-06-04 07:55:25.622433,2100366,GPL ICMP PING *NIX,Misc activity,3,ICMP,175.122.253.201,8,192.168.45.3,0
2026-06-04 07:55:26.621703,2100366,GPL ICMP PING *NIX,Misc activity,3,ICMP,175.122.253.201,8,192.168.45.3,0
2026-06-04 07:56:18.582368,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.105,55799,192.168.45.3,990
2026-06-04 07:58:04.140023,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.217,32439,192.168.45.3,2281
2026-06-04 08:00:18.083457,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.252,34604,192.168.45.3,27253
2026-06-04 08:04:34.111548,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,57351
2026-06-04 08:05:30.268840,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.223,49415,192.168.45.3,1899
2026-06-04 08:09:26.092957,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.238,1941,192.168.45.3,503
2026-06-04 08:09:59.688867,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.244,16377,192.168.45.3,22180
2026-06-04 08:10:54.468437,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.144,59358,192.168.45.3,57338
2026-06-04 08:14:37.309590,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,49431
2026-06-04 08:16:04.471075,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.84,55187,192.168.45.3,12345
2026-06-04 08:16:40.110840,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.169,40604,192.168.45.3,3399
2026-06-04 08:17:10.804720,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,47328
2026-06-04 08:18:53.781583,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.254,65458,192.168.45.3,28506
2026-06-04 08:19:34.879985,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.237,48763,192.168.45.3,2653
2026-06-04 08:20:24.957965,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,60766
2026-06-04 08:21:48.926672,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.83,56380,192.168.45.3,4100
2026-06-04 08:22:31.474881,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,14.23.168.251,40929,192.168.45.3,1433
2026-06-04 08:23:19.415657,2500032,ET COMPROMISED Known Compromised or Hostile Host Traffic group 17,Misc Attack,2,TCP,77.105.161.28,58960,192.168.45.3,2375
2026-06-04 08:23:49.926167,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,1454
2026-06-04 08:24:20.796692,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.31,37485,192.168.45.3,6036
2026-06-04 08:24:20.796692,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.31,37485,192.168.45.3,6036
2026-06-04 08:27:22.038159,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,71.6.199.65,42201,192.168.45.3,5432
2026-06-04 08:28:04.594482,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.139,65150,192.168.45.3,64166
2026-06-04 08:31:30.728214,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,3109
2026-06-04 08:37:15.974552,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,69.5.169.182,26659,192.168.45.3,3306
2026-06-04 08:38:58.727518,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,20.65.195.63,44195,192.168.45.3,1433
2026-06-04 08:39:20.319119,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,5020
2026-06-04 08:39:21.208911,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.248,60423,192.168.45.3,6000
2026-06-04 08:39:29.652494,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.186.207,56506,192.168.45.3,17186
2026-06-04 08:41:36.721823,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 08:41:36.721823,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 08:42:06.834391,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.238,5504,192.168.45.3,14858
2026-06-04 08:42:51.531071,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.233,60598,192.168.45.3,2434
2026-06-04 08:43:39.234413,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.235,1283,192.168.45.3,15443
2026-06-04 08:44:57.189185,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,27860
2026-06-04 08:45:15.903219,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.129,61299,192.168.45.3,52080
2026-06-04 08:49:47.656228,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,1965
