날짜,시그니처,설명,클래스,위험도,프로토콜,출발 IP,출발 포트,도착 IP,도착 포트
2026-06-03 22:03:59.102988,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,55458
2026-06-03 22:06:44.485479,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.242,32960,192.168.45.3,1080
2026-06-03 22:07:19.329685,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.249,58322,192.168.45.3,62347
2026-06-03 22:10:42.215924,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,47438,192.168.45.3,10022
2026-06-03 22:13:01.447891,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.234,41919,192.168.45.3,5900
2026-06-03 22:13:01.447891,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.234,41919,192.168.45.3,5900
2026-06-03 22:14:21.650490,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.127,38551,192.168.45.3,64487
2026-06-03 22:16:51.171169,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.198.224.138,60001,192.168.45.3,9702
2026-06-03 22:18:03.040495,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.3,47760,192.168.45.3,5900
2026-06-03 22:26:56.720347,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.162,59290,192.168.45.3,5900
2026-06-03 22:26:56.720347,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.162,59290,192.168.45.3,5900
2026-06-03 22:27:41.625936,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,42086,192.168.45.3,20562
2026-06-03 22:28:27.915022,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.230,61895,192.168.45.3,19302
2026-06-03 22:30:01.072464,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.226,36792,192.168.45.3,27017
2026-06-03 22:34:26.017734,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.237,52396,192.168.45.3,2754
2026-06-03 22:34:42.982763,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,51507
2026-06-03 22:35:09.001571,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.220,19183,192.168.45.3,51200
2026-06-03 22:35:24.022339,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.242,21144,192.168.45.3,33153
2026-06-03 22:39:41.362341,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.180,49636,192.168.45.3,5900
2026-06-03 22:39:41.362341,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.180,49636,192.168.45.3,5900
2026-06-03 22:39:42.136977,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.154,44379,192.168.45.3,41282
2026-06-03 22:40:08.419780,2400024,ET DROP Spamhaus DROP Listed Traffic Inbound group 25,Misc Attack,2,TCP,124.198.131.39,60839,192.168.45.3,61616
2026-06-03 22:41:55.742458,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.228,9151,192.168.45.3,51005
2026-06-03 22:45:59.229778,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.240,25832,192.168.45.3,21787
2026-06-03 22:52:56.382263,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.246,8249,192.168.45.3,58071
2026-06-03 22:53:23.574559,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.87,58914,192.168.45.3,8423
2026-06-03 22:57:04.295923,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.31,57386,192.168.45.3,6036
2026-06-03 22:57:04.295923,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.31,57386,192.168.45.3,6036
2026-06-03 22:58:32.121805,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,42551,192.168.45.3,3392
2026-06-03 23:02:16.985437,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.177,42840,192.168.45.3,10173
2026-06-03 23:02:26.985394,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,51785
2026-06-03 23:05:18.923197,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40424
2026-06-03 23:05:18.923197,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.6,54243,192.168.45.3,40424
2026-06-03 23:05:24.577078,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,57745
2026-06-03 23:05:30.697194,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.25,37369,192.168.45.3,2000
2026-06-03 23:07:04.131942,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.136,7425,192.168.45.3,30461
2026-06-03 23:07:04.242621,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,54991
2026-06-03 23:07:23.368628,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.25,5883,192.168.45.3,5432
2026-06-03 23:08:19.369086,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,11982
2026-06-03 23:08:21.730811,2400009,ET DROP Spamhaus DROP Listed Traffic Inbound group 10,Misc Attack,2,TCP,77.90.185.16,65105,192.168.45.3,2222
2026-06-03 23:12:46.257256,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,52991,192.168.45.3,20022
2026-06-03 23:13:40.459506,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.177.179.143,49596,192.168.45.3,5900
2026-06-03 23:15:13.803948,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,27822
2026-06-03 23:15:13.803948,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,27822
2026-06-03 23:15:49.326914,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.238,40476,192.168.45.3,119
2026-06-03 23:16:12.295533,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.124,64614,192.168.45.3,17235
2026-06-03 23:17:08.302482,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.144,43268,192.168.45.3,19857
2026-06-03 23:17:14.058752,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,3790
2026-06-03 23:19:52.530971,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,45451
2026-06-03 23:20:49.912287,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.214,2286,192.168.45.3,631
2026-06-03 23:21:23.931804,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,64.62.156.222,33417,192.168.45.3,179
2026-06-03 23:24:27.840918,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40000,192.168.45.3,80
2026-06-03 23:24:27.840918,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40000,192.168.45.3,80
2026-06-03 23:26:12.266670,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.244,64618,192.168.45.3,7443
2026-06-03 23:26:21.844177,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.125,40746,192.168.45.3,64457
2026-06-03 23:27:13.260033,2500000,ET COMPROMISED Known Compromised or Hostile Host Traffic group 1,Misc Attack,2,TCP,109.122.217.21,55337,192.168.45.3,52900
2026-06-03 23:27:38.483994,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.66,37786,192.168.45.3,80
2026-06-03 23:27:38.483994,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.66,37786,192.168.45.3,80
2026-06-03 23:28:24.734122,2400014,ET DROP Spamhaus DROP Listed Traffic Inbound group 15,Misc Attack,2,TCP,91.224.92.32,58007,192.168.45.3,6036
2026-06-03 23:30:40.984871,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,52014,192.168.45.3,22222
2026-06-03 23:30:40.984871,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,52014,192.168.45.3,22222
2026-06-03 23:34:20.888100,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,33813
2026-06-03 23:34:28.939964,2400004,ET DROP Spamhaus DROP Listed Traffic Inbound group 5,Misc Attack,2,TCP,45.42.88.54,60001,192.168.45.3,9608
2026-06-03 23:34:56.416422,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.209.159.43,46197,192.168.45.3,5900
2026-06-03 23:37:49.936980,2400012,ET DROP Spamhaus DROP Listed Traffic Inbound group 13,Misc Attack,2,TCP,88.210.63.69,50110,192.168.45.3,44329
2026-06-03 23:38:22.956126,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.144,58023,192.168.45.3,41945
2026-06-03 23:39:38.492895,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.198.224.138,60001,192.168.45.3,9706
2026-06-03 23:39:49.867705,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.249,22039,192.168.45.3,3389
2026-06-03 23:42:04.615906,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,25592
2026-06-03 23:45:59.473800,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.230,22127,192.168.45.3,8735
2026-06-03 23:46:36.439551,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.220,40944,192.168.45.3,8883
2026-06-03 23:49:54.558208,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.113,56572,192.168.45.3,22761
2026-06-03 23:51:45.504329,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.114,20350,192.168.45.3,5303
2026-06-03 23:51:52.324958,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.198,37361,192.168.45.3,5900
2026-06-03 23:51:52.324958,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.198,37361,192.168.45.3,5900
2026-06-03 23:52:14.783539,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.22,50295,192.168.45.3,5900
2026-06-03 23:52:14.783539,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.22,50295,192.168.45.3,5900
2026-06-03 23:52:17.570622,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.9,29041,192.168.45.3,9990
2026-06-03 23:52:17.570622,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.9,29041,192.168.45.3,9990
2026-06-03 23:56:13.480901,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.154,55047,192.168.45.3,5900
2026-06-03 23:56:13.480901,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.154,55047,192.168.45.3,5900
2026-06-03 23:57:57.592851,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.130,31255,192.168.45.3,24248
2026-06-03 23:59:47.044979,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.218,47341,192.168.45.3,5900
2026-06-03 23:59:47.044979,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.218,47341,192.168.45.3,5900
2026-06-04 00:00:06.969755,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.195,37991,192.168.45.3,5900
2026-06-04 00:00:06.969755,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.195,37991,192.168.45.3,5900
2026-06-04 00:02:02.975304,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.181,42585,192.168.45.3,5900
2026-06-04 00:02:02.975304,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.181,42585,192.168.45.3,5900
2026-06-04 00:03:43.748212,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.211,52645,192.168.45.3,5900
2026-06-04 00:03:43.748212,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.211,52645,192.168.45.3,5900
2026-06-04 00:04:36.606893,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.227,20929,192.168.45.3,15493
2026-06-04 00:05:28.393594,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.134,10539,192.168.45.3,52907
2026-06-04 00:08:41.614941,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,42551,192.168.45.3,3391
2026-06-04 00:09:26.391331,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,7766
2026-06-04 00:09:59.144090,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.226,37563,192.168.45.3,5938
2026-06-04 00:12:04.346837,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,55656
2026-06-04 00:13:47.611309,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,216.26.242.240,45651,192.168.45.3,80
2026-06-04 00:17:52.869827,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.10,26097,192.168.45.3,443
2026-06-04 00:17:52.869827,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.10,26097,192.168.45.3,443
2026-06-04 00:18:14.911157,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.26,8778,192.168.45.3,7777
2026-06-04 00:18:39.317488,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,14405
2026-06-04 00:19:56.762979,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.207,50209,192.168.45.3,5900
2026-06-04 00:19:56.762979,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.207,50209,192.168.45.3,5900
2026-06-04 00:20:37.269203,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.177.179.161,33966,192.168.45.3,5900
2026-06-04 00:23:28.153163,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.209.159.44,36538,192.168.45.3,5900
2026-06-04 00:23:33.341551,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.154,53103,192.168.45.3,57872
2026-06-04 00:24:33.776385,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,34309
2026-06-04 00:24:47.481162,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.76,16454,192.168.45.3,8291
2026-06-04 00:25:38.681672,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.132,37626,192.168.45.3,5900
2026-06-04 00:25:38.681672,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.132,37626,192.168.45.3,5900
2026-06-04 00:26:22.537197,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.163.130,40374,192.168.45.3,27017
2026-06-04 00:28:14.617664,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.213,44832,192.168.45.3,9142
2026-06-04 00:28:46.951955,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,65484
2026-06-04 00:29:54.040097,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,54022
2026-06-04 00:29:54.040097,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,54022
2026-06-04 00:30:27.002360,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,51010
2026-06-04 00:34:31.631773,2400004,ET DROP Spamhaus DROP Listed Traffic Inbound group 5,Misc Attack,2,TCP,45.42.88.54,60001,192.168.45.3,9607
2026-06-04 00:34:45.884802,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,1289
2026-06-04 00:38:40.465136,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.146,2129,192.168.45.3,63136
2026-06-04 00:39:41.340708,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,55138
2026-06-04 00:40:27.667800,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.98,58914,192.168.45.3,1194
2026-06-04 00:45:06.552605,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,14067
2026-06-04 00:47:00.515799,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,7889
2026-06-04 00:52:28.550087,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.212,58102,192.168.45.3,5900
2026-06-04 00:52:28.550087,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.212,58102,192.168.45.3,5900
2026-06-04 00:52:31.966372,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.108,51711,192.168.45.3,1801
2026-06-04 00:55:23.739691,2100366,GPL ICMP PING *NIX,Misc activity,3,ICMP,175.122.253.201,8,192.168.45.3,0
2026-06-04 00:58:44.710089,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40000,192.168.45.3,80
2026-06-04 00:58:44.710089,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40000,192.168.45.3,80
2026-06-04 00:58:57.747137,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.16,35864,192.168.45.3,5900
2026-06-04 00:58:57.747137,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.16,35864,192.168.45.3,5900
2026-06-04 00:59:16.123806,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,193.163.125.248,39931,192.168.45.3,443
2026-06-04 00:59:30.452663,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.160,50539,192.168.45.3,5900
2026-06-04 00:59:30.452663,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.160,50539,192.168.45.3,5900
2026-06-04 01:00:45.997262,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.132,30507,192.168.45.3,31041
2026-06-04 01:00:52.950121,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.209.159.49,33352,192.168.45.3,5900
2026-06-04 01:02:12.726157,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,120.244.161.27,47688,192.168.45.3,1433
2026-06-04 01:02:27.233643,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.236,29006,192.168.45.3,52005
2026-06-04 01:02:54.858227,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.142,9700,192.168.45.3,13535
2026-06-04 01:03:51.756954,2010936,ET SCAN Suspicious inbound to Oracle SQL port 1521,Potentially Bad Traffic,2,TCP,8.211.141.140,56270,192.168.45.3,1521
2026-06-04 01:05:51.995664,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,52014,192.168.45.3,2222
2026-06-04 01:05:51.995664,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,52014,192.168.45.3,2222
2026-06-04 01:09:39.742958,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.119,37856,192.168.45.3,435
2026-06-04 01:15:32.261032,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.234,37030,192.168.45.3,1194
2026-06-04 01:16:21.689654,2400024,ET DROP Spamhaus DROP Listed Traffic Inbound group 25,Misc Attack,2,TCP,130.12.180.134,48743,192.168.45.3,7384
2026-06-04 01:18:01.016548,2400009,ET DROP Spamhaus DROP Listed Traffic Inbound group 10,Misc Attack,2,TCP,79.124.62.178,58881,192.168.45.3,37389
2026-06-04 01:19:26.149565,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,58594,192.168.45.3,30022
2026-06-04 01:21:18.736024,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,2626
2026-06-04 01:26:36.766510,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,32857
2026-06-04 01:26:45.272060,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,191.54.81.86,41262,192.168.45.3,1433
2026-06-04 01:26:54.389434,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.239,43359,192.168.45.3,8446
2026-06-04 01:27:55.212277,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,22103
2026-06-04 01:28:17.744788,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,111.172.196.204,57721,192.168.45.3,1433
2026-06-04 01:28:47.698048,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.21,36862,192.168.45.3,15443
2026-06-04 01:35:34.919748,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,2500
2026-06-04 01:37:48.779604,2400001,ET DROP Spamhaus DROP Listed Traffic Inbound group 2,Misc Attack,2,UDP,23.176.184.11,53,192.168.45.3,26148
2026-06-04 01:38:51.217144,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.156.87.7,44686,192.168.45.3,27017
2026-06-04 01:41:28.375024,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.131,39000,192.168.45.3,12169
2026-06-04 01:42:31.511831,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,3088
2026-06-04 01:43:14.205164,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,54477
2026-06-04 01:44:37.227198,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.122,29216,192.168.45.3,17371
2026-06-04 01:45:40.218186,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,61322
2026-06-04 01:45:40.218186,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,61322
2026-06-04 01:46:34.617221,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.118,4885,192.168.45.3,44344
2026-06-04 01:46:39.887906,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.177.179.176,59288,192.168.45.3,5900
2026-06-04 01:47:01.863406,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.87,58914,192.168.45.3,8424
2026-06-04 01:51:11.263934,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.200,37571,192.168.45.3,5900
2026-06-04 01:51:11.263934,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.200,37571,192.168.45.3,5900
2026-06-04 01:52:22.907199,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.223,40390,192.168.45.3,5900
2026-06-04 01:52:22.907199,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.223,40390,192.168.45.3,5900
2026-06-04 01:53:25.568857,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,18943
2026-06-04 01:54:58.274887,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.124,62337,192.168.45.3,16383
2026-06-04 01:55:37.436489,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.67,36500,192.168.45.3,5900
2026-06-04 01:59:23.798053,2400012,ET DROP Spamhaus DROP Listed Traffic Inbound group 13,Misc Attack,2,TCP,88.210.63.69,50110,192.168.45.3,25445
